"time_window","link_100","link_101","link_102","link_103","link_104","link_105","link_106","link_107","link_108","link_109","link_110","link_111","link_112","link_113","link_114","link_115","link_116","link_117","link_118","link_119","link_120","link_121","link_122","link_123"
"[2016-07-30 17:00:00,2016-07-30 17:20:00)","5.18","2.35","6.41","3.77","14.34","11.28","0.42","15.05","26.77","6.61","49.16","69.13","9.74","4.03","24.32","5.24","5.04","71.94","38.33","1.98","0.43","3.3","47.1","31.82"
"[2016-07-30 17:20:00,2016-07-30 17:40:00)","7.79","8.91","9.11","14.73","30.91","11.79","1.63","5.68","17.45","9.56","23.75","28.59","52.82","20.27","20.59","8.74","15.48","114.85","30.71","1.22","1.02","12.51","103.69","12.15"
"[2016-07-30 17:40:00,2016-07-30 18:00:00)","5.39","19.34","8.65","9.36","46.53","6.88","1.23","5.79","5.45","8.81","15.67","35.91","23.11","52.08","17.46","9.08","41.44","79.38","34.88","0.95","1.03","12.68","57.98","8.41"
"[2016-07-30 18:00:00,2016-07-30 18:20:00)","6.53","12.21","12.51","2.95","27.98","10.16","2.23","4.94","5.25","12.89","14.66","24.68","19.0","16.04","20.23","10.22","26.16","31.96","34.58","0.93","0.84","17.44","72.49","5.94"
"[2016-07-30 18:20:00,2016-07-30 18:40:00)","5.54","6.4","29.35","2.99","38.69","4.97","1.14","5.53","5.15","26.79","12.36","25.0","17.44","8.63","21.66","23.97","17.25","46.44","26.58","1.04","1.06","8.99","62.18","6.57"
"[2016-07-30 18:40:00,2016-07-30 19:00:00)","5.34","7.64","11.91","1.86","24.94","9.77","1.1","3.98","5.74","11.25","12.09","43.55","18.05","10.55","18.68","11.09","16.39","31.52","26.11","0.98","0.69","25.56","69.75","6.64"
"[2016-07-30 19:00:00,2016-07-30 19:20:00)","5.28","7.21","11.02","3.12","23.08","8.42","1.13","4.54","5.11","8.75","14.99","34.35","18.38","22.68","16.99","14.21","15.77","34.37","23.68","0.76","0.89","29.11","41.12","6.62"
"[2016-07-30 19:20:00,2016-07-30 19:40:00)","11.53","14.64","8.79","4.8","27.95","12.47","3.85","4.58","5.73","8.61","12.96","50.87","54.41","127.32","19.44","8.16","24.93","26.16","27.14","0.96","1.0","20.37","46.89","6.61"
"[2016-07-30 19:40:00,2016-07-30 20:00:00)","5.61","0","0","47.58","0","7.91","0","4.65","4.83","0","13.25","14.42","0","0","22.34","0","0","34.7","32.76","0.99","0.91","0","46.15","6.78"
"[2016-07-30 20:00:00,2016-07-30 20:20:00)","12.35","0","0","4.16","0","16.33","0","4.51","5.26","0","12.58","28.25","0","0","18.82","0","0","20.55","22.09","0.95","0.9","0","52.73","7.01"
"[2016-07-30 20:20:00,2016-07-30 20:40:00)","6.69","0","9.37","7.09","31.48","11.38","0","12.92","7.48","10.64","10.71","20.81","51.88","0","21.74","8.16","0","27.68","29.15","1.05","1.18","0","67.56","5.49"
"[2016-07-30 20:40:00,2016-07-30 21:00:00)","7.14","11.11","0","4.04","0","10.68","1.84","3.45","4.55","0","17.13","30.09","0","52.22","16.96","0","21.64","21.16","19.62","0.89","0.78","14.48","70.37","5.49"
"[2016-07-30 21:00:00,2016-07-30 21:20:00)","6.94","0","7.2","8.27","20.32","10.89","0","3.76","5.19","6.93","12.3","53.51","16.43","0","17.62","6.37","0","24.15","30.13","0.8","0.85","0","55.36","5.91"
"[2016-07-30 21:20:00,2016-07-30 21:40:00)","8.45","8.02","0","2.52","0","11.93","1.11","5.05","5.54","0","10.61","42.63","0","21.73","11.61","0","18.69","33.66","15.65","0.57","1.48","32.84","32.58","4.58"
"[2016-07-30 21:40:00,2016-07-30 22:00:00)","0","0","0","0","0","0","0","5.35","5.3","0","16.96","0","0","0","19.83","0","0","29.25","20.74","0.61","0.9","0","35.03","7.57"
"[2016-07-30 22:00:00,2016-07-30 22:20:00)","6.53","0","9.64","4.27","23.73","11.07","0","3.12","3.82","8.21","9.06","20.62","39.96","0","19.47","7.05","0","0","29.41","0.9","0","0","43.94","5.43"
"[2016-07-30 22:20:00,2016-07-30 22:40:00)","8.54","0","0","4.17","0","11.41","0","4.24","5.8","0","8.59","39.71","0","0","20.29","0","0","30.86","20.48","1.36","1.03","0","34.82","6.11"
"[2016-07-30 22:40:00,2016-07-30 23:00:00)","8.0","5.49","9.33","29.06","22.52","14.74","2.42","4.09","6.56","9.34","17.79","43.23","18.01","26.65","12.79","11.05","14.31","54.87","14.62","0.62","1.09","10.32","59.14","8.76"
"[2016-07-30 23:00:00,2016-07-30 23:20:00)","7.28","0","0","6.07","0","9.46","0","5.32","6.27","0","26.34","28.7","0","0","20.59","0","0","116.0","23.5","1.94","0.33","0","50.11","9.55"
"[2016-07-30 23:20:00,2016-07-30 23:40:00)","13.6","0","0","13.18","0","7.08","0","5.43","6.38","0","17.57","28.23","0","0","14.86","0","0","18.48","22.7","0.64","1.49","0","17.8","9.42"
"[2016-07-30 23:40:00,2016-07-31 00:00:00)","7.72","0","9.57","15.47","24.22","10.3","0","4.26","4.97","9.65","15.65","69.77","19.72","0","0","8.59","0","22.09","0","0","0.76","0","54.83","7.63"
"[2016-07-31 00:00:00,2016-07-31 00:20:00)","9.8","0","0","6.43","0","13.96","0","5.5","5.76","0","12.09","58.35","0","0","14.08","0","0","24.97","15.98","0.71","0.82","0","30.28","5.04"
"[2016-07-31 00:20:00,2016-07-31 00:40:00)","8.97","0","10.88","1.85","23.12","13.75","0","3.44","4.21","10.08","10.95","63.36","15.29","0","15.6","10.09","0","23.03","20.3","0.69","0.87","0","28.39","6.98"
"[2016-07-31 00:40:00,2016-07-31 01:00:00)","0","0","8.59","1.56","17.05","0","0","10.97","4.86","7.48","15.94","46.26","31.55","0","0","16.46","0","31.89","0","0","0.73","0","30.86","7.14"
"[2016-07-31 01:20:00,2016-07-31 01:40:00)","0","0","0","0","0","0","0","5.35","6.29","0","17.15","0","0","0","0","0","0","23.54","0","0","0.94","0","0","9.28"
"[2016-07-31 01:40:00,2016-07-31 02:00:00)","0","0","0","0","0","0","0","3.55","4.24","0","14.3","0","0","0","0","0","0","22.51","0","0","0.65","0","0","6.27"
"[2016-07-31 02:00:00,2016-07-31 02:20:00)","15.93","6.62","0","8.61","0","11.38","1.71","3.22","3.65","0","13.24","25.42","0","16.4","15.88","0","28.4","15.54","30.27","0.72","0.8","17.72","64.06","5.72"
"[2016-07-31 02:20:00,2016-07-31 02:40:00)","8.67","0","0","3.44","0","6.72","0","4.2","6.22","0","14.75","18.08","0","0","0","0","0","30.94","0","0","1.02","0","39.3","6.46"
"[2016-07-31 02:40:00,2016-07-31 03:00:00)","0","0","0","0","0","0","0","3.57","3.97","0","9.74","0","0","0","0","0","0","16.43","0","0","0.61","0","0","5.5"
"[2016-07-31 03:00:00,2016-07-31 03:20:00)","8.11","0","0","11.37","0","10.91","0","3.67","4.3","0","13.08","64.14","0","0","16.7","0","0","18.09","17.99","0.78","0.8","0","40.3","6.25"
"[2016-07-31 03:20:00,2016-07-31 03:40:00)","18.77","0","0","7.44","0","25.24","0","2.65","3.45","0","7.91","39.16","0","0","0","0","0","9.9","0","0","0.41","0","63.75","4.58"
"[2016-07-31 03:40:00,2016-07-31 04:00:00)","8.17","0","0","13.2","0","12.83","0","3.71","5.06","0","10.34","18.52","0","0","0","0","0","28.73","0","0","0.86","0","33.78","6.04"
"[2016-07-31 04:00:00,2016-07-31 04:20:00)","3.12","0","0","82.25","0","4.19","0","4.39","5.25","0","14.62","21.36","0","0","0","0","0","20.3","0","0","0.86","0","34.89","7.98"
"[2016-07-31 04:20:00,2016-07-31 04:40:00)","8.55","6.61","0","1.6","0","12.97","1.49","3.77","4.43","0","12.08","58.16","0","16.11","15.91","0","14.49","27.66","23.97","0.7","1.36","11.26","57.1","6.54"
"[2016-07-31 04:40:00,2016-07-31 05:00:00)","8.83","12.41","8.92","11.27","22.1","12.93","2.22","5.43","6.38","8.4","17.27","21.85","51.84","38.71","0","9.5","26.59","26.49","0","0","0.96","17.43","79.29","9.11"
"[2016-07-31 05:00:00,2016-07-31 05:20:00)","0","7.67","9.78","23.15","18.5","0","2.27","0","0","9.3","0","22.57","14.21","36.06","0","14.3","21.53","0","0","0","0","12.55","0","0"
"[2016-07-31 05:20:00,2016-07-31 05:40:00)","7.53","0","20.52","12.63","64.02","10.07","0","3.54","4.47","21.77","10.18","34.82","43.51","0","15.36","19.52","0","30.68","21.87","0.7","0.74","0","31.41","5.69"
"[2016-07-31 05:40:00,2016-07-31 06:00:00)","5.05","9.66","9.27","11.48","24.42","9.63","2.16","3.22","3.92","9.61","9.5","15.18","50.43","35.98","14.76","7.58","20.02","22.01","18.98","0.69","0.92","17.02","71.12","4.91"
"[2016-07-31 06:00:00,2016-07-31 06:20:00)","9.39","5.64","0","3.8","0","13.1","1.12","2.87","3.81","0","10.44","33.59","0","18.3","16.66","0","14.69","13.76","19.17","0.85","0.79","8.05","34.78","4.28"
"[2016-07-31 06:20:00,2016-07-31 06:40:00)","4.18","0","0","1.07","0","7.01","0","3.63","7.69","0","11.65","78.46","0","0","20.33","0","0","19.41","22.69","1.28","0.88","0","35.26","5.05"
"[2016-07-31 06:40:00,2016-07-31 07:00:00)","8.11","13.39","10.04","5.32","19.0","10.31","2.32","4.25","4.26","8.63","9.49","31.84","15.15","12.78","15.15","15.16","17.16","15.91","21.14","0.67","0.88","14.3","45.24","6.0"
"[2016-07-31 07:00:00,2016-07-31 07:20:00)","5.49","8.51","6.29","2.49","27.72","7.36","1.6","2.27","2.81","6.01","9.07","30.02","21.64","31.19","13.84","4.72","18.32","14.9","27.52","0.56","0.5","25.68","20.58","4.09"
"[2016-07-31 07:20:00,2016-07-31 07:40:00)","4.66","7.64","9.38","1.99","23.27","6.98","1.73","4.27","5.61","10.16","11.19","10.76","15.8","23.5","15.85","7.67","16.81","42.33","21.46","0.93","1.01","10.95","36.09","5.73"
"[2016-07-31 07:40:00,2016-07-31 08:00:00)","7.11","9.31","23.38","2.2","52.28","8.62","1.03","4.25","5.55","24.09","13.22","15.06","35.51","9.93","24.75","19.09","21.4","34.24","45.48","1.29","1.0","10.82","59.3","6.76"
"[2016-07-31 08:00:00,2016-07-31 08:20:00)","76.26","0","8.3","1.32","21.39","8.7","0","3.73","4.97","8.38","11.2","59.16","42.43","0","21.39","7.86","0","38.77","31.98","1.93","0.8","0","41.43","5.77"
"[2016-07-31 08:20:00,2016-07-31 08:40:00)","7.37","8.48","9.43","13.24","22.88","12.51","1.51","6.4","5.34","9.63","11.46","26.51","16.14","18.69","18.49","8.94","17.26","36.92","25.57","1.05","0.92","12.54","56.44","7.32"
"[2016-07-31 08:40:00,2016-07-31 09:00:00)","16.74","6.02","9.84","2.94","20.03","16.93","1.38","4.51","5.49","8.53","11.0","11.14","14.38","18.19","19.59","9.36","13.33","39.31","56.77","0.9","0.95","8.93","27.75","5.99"
"[2016-07-31 09:00:00,2016-07-31 09:20:00)","10.21","14.34","11.71","3.97","24.56","13.48","3.28","4.25","4.46","11.32","12.54","30.98","16.68","69.18","12.85","9.7","30.11","30.6","34.79","0.68","0.76","21.02","110.29","7.1"
"[2016-07-31 09:20:00,2016-07-31 09:40:00)","6.91","10.91","14.24","3.4","39.47","9.83","1.8","4.73","5.46","14.67","12.25","19.83","31.61","31.55","21.97","13.87","22.96","43.6","25.38","1.13","0.93","15.45","47.91","7.09"
"[2016-07-31 09:40:00,2016-07-31 10:00:00)","6.54","6.72","10.21","4.14","128.5","9.31","1.18","4.71","5.27","9.72","16.06","52.28","19.02","42.71","18.44","8.25","14.63","24.74","28.65","0.92","0.92","8.91","52.89","8.07"
"[2016-07-31 10:00:00,2016-07-31 10:20:00)","8.55","6.71","13.48","14.11","24.4","10.69","1.14","5.3","6.43","10.76","13.93","22.77","18.69","10.97","16.47","10.97","14.49","36.84","42.54","1.04","1.15","15.42","42.35","7.79"
"[2016-07-31 10:20:00,2016-07-31 10:40:00)","7.1","10.09","13.49","2.73","29.33","9.61","1.6","5.35","6.06","13.38","11.33","40.14","22.43","18.94","17.94","12.34","21.61","32.63","51.98","1.22","0.89","13.0","37.08","6.9"
"[2016-07-31 10:40:00,2016-07-31 11:00:00)","6.99","7.5","9.33","3.71","30.97","8.38","1.45","4.64","5.44","9.81","16.54","26.8","40.11","24.37","20.54","8.45","16.29","51.72","37.68","1.17","0.83","10.84","45.83","7.25"
"[2016-07-31 11:00:00,2016-07-31 11:20:00)","6.52","7.17","18.77","2.77","42.61","9.17","1.36","4.48","5.36","19.58","17.3","28.13","28.27","23.05","19.95","15.63","15.28","64.92","35.33","0.83","0.82","9.99","70.0","5.79"
"[2016-07-31 11:20:00,2016-07-31 11:40:00)","8.43","5.98","21.24","4.02","20.49","14.17","1.96","3.89","4.31","8.89","12.15","22.76","14.86","29.42","17.81","18.84","12.8","18.15","22.26","1.07","0.61","9.16","99.18","5.67"
"[2016-07-31 11:40:00,2016-07-31 12:00:00)","6.54","7.56","13.19","13.13","27.26","10.27","1.47","5.42","5.31","12.59","11.08","28.02","18.95","14.73","15.3","10.93","16.13","39.73","26.0","0.89","0.9","11.23","47.26","8.87"
"[2016-07-31 12:00:00,2016-07-31 12:20:00)","6.86","0","10.52","5.85","25.36","9.66","0","4.06","4.14","8.9","9.78","62.66","46.37","0","15.39","14.32","0","18.79","43.53","0.84","0.61","0","33.96","5.41"
"[2016-07-31 12:20:00,2016-07-31 12:40:00)","8.8","8.22","13.19","11.4","29.76","12.55","1.37","6.0","4.31","12.18","10.44","46.09","23.37","26.98","15.33","20.91","16.84","29.52","21.92","0.77","0.66","9.99","58.44","5.69"
"[2016-07-31 12:40:00,2016-07-31 13:00:00)","6.98","6.44","9.99","3.39","23.84","11.19","1.31","6.55","5.31","10.13","9.34","24.53","17.16","10.86","14.73","9.02","17.41","52.59","26.54","0.66","0.94","13.08","64.47","5.79"
"[2016-07-31 13:00:00,2016-07-31 13:20:00)","5.57","5.92","9.17","2.96","22.27","7.58","1.33","4.1","4.85","7.62","10.91","32.54","17.09","19.93","15.73","8.63","13.62","32.1","17.66","0.81","1.08","8.7","40.66","5.94"
"[2016-07-31 13:20:00,2016-07-31 13:40:00)","6.87","8.21","7.95","2.4","22.9","9.27","2.22","5.26","14.99","9.3","13.33","31.45","48.83","70.61","19.99","7.27","17.75","28.61","41.84","0.83","0.81","13.52","87.79","7.77"
"[2016-07-31 13:40:00,2016-07-31 14:00:00)","5.49","6.0","14.15","2.95","33.79","7.67","1.68","4.28","4.78","14.01","12.16","49.86","45.33","42.7","16.27","13.74","12.85","25.61","18.94","0.9","0.76","8.48","59.06","6.28"
"[2016-07-31 14:00:00,2016-07-31 14:20:00)","4.96","4.82","8.22","2.92","20.4","6.24","1.32","3.96","4.87","8.04","11.09","30.11","28.78","20.79","16.62","8.92","11.21","27.19","17.83","0.91","0.9","7.37","93.56","5.65"
"[2016-07-31 14:20:00,2016-07-31 14:40:00)","11.82","12.69","12.89","3.3","36.23","15.89","2.3","4.47","6.24","14.04","9.84","36.82","23.19","29.81","18.53","10.85","30.49","17.85","22.88","1.08","0.79","17.45","45.94","5.75"
"[2016-07-31 14:40:00,2016-07-31 15:00:00)","8.63","7.36","11.11","6.74","28.86","11.51","1.14","4.34","4.41","11.67","19.94","43.88","28.06","13.41","14.93","10.73","16.19","29.86","20.42","0.86","0.7","29.41","104.31","6.26"
"[2016-07-31 15:00:00,2016-07-31 15:20:00)","6.73","10.52","10.66","8.0","33.09","8.63","1.46","4.42","4.74","11.56","12.08","30.59","37.63","13.57","16.61","9.15","16.02","57.27","22.99","0.87","0.79","10.18","55.37","6.62"
"[2016-07-31 15:20:00,2016-07-31 15:40:00)","7.98","14.94","11.88","3.11","38.42","12.38","1.09","4.22","5.16","15.72","13.63","29.36","26.5","10.86","18.48","9.91","29.51","55.44","22.7","0.84","0.77","30.36","48.12","7.11"
"[2016-07-31 15:40:00,2016-07-31 16:00:00)","7.6","7.33","11.07","2.17","26.61","7.85","1.06","3.45","4.25","11.55","11.48","38.0","20.29","7.26","15.53","9.84","14.21","23.65","20.2","0.77","0.63","19.21","41.38","5.79"
"[2016-07-31 16:00:00,2016-07-31 16:20:00)","8.86","8.9","12.89","3.43","42.86","12.79","2.0","5.32","5.38","14.19","13.63","29.03","33.56","38.49","0","11.49","17.54","41.71","0","0","0.82","15.75","58.79","7.44"
"[2016-07-31 16:20:00,2016-07-31 16:40:00)","8.9","6.09","11.65","2.99","24.25","12.54","1.09","5.14","5.94","10.99","10.12","12.32","17.59","10.44","20.22","9.21","13.38","19.07","26.14","1.1","0.71","8.55","33.3","5.68"
"[2016-07-31 16:40:00,2016-07-31 17:00:00)","11.17","8.69","9.2","7.34","29.88","12.02","2.01","4.59","5.89","10.27","11.46","35.25","41.54","36.78","17.49","11.1","21.92","39.88","29.71","0.81","1.14","18.3","97.12","6.23"
"[2016-07-31 17:00:00,2016-07-31 17:20:00)","7.56","9.59","12.54","7.46","37.79","10.01","1.18","4.91","6.41","13.12","12.71","36.12","25.34","8.71","24.53","10.4","23.72","33.82","28.05","1.25","1.05","9.25","107.46","7.28"
"[2016-07-31 17:20:00,2016-07-31 17:40:00)","22.85","7.21","8.14","2.43","23.32","32.37","1.29","4.92","5.33","8.04","14.38","51.1","20.96","12.36","18.04","10.7","15.45","26.67","40.13","0.98","0.88","10.13","115.56","6.36"
"[2016-07-31 17:40:00,2016-07-31 18:00:00)","5.62","7.54","17.04","4.95","32.52","8.96","1.69","3.61","4.5","13.23","12.22","17.99","22.29","17.91","22.03","12.66","15.42","50.5","24.3","1.11","0.7","11.87","34.16","12.14"
"[2016-07-31 18:00:00,2016-07-31 18:20:00)","7.52","8.4","9.34","2.16","22.21","10.11","1.53","4.03","5.35","9.58","12.0","12.02","14.89","15.46","14.16","7.04","17.87","39.37","20.08","0.74","1.05","13.39","33.74","5.92"
"[2016-07-31 18:20:00,2016-07-31 18:40:00)","6.39","10.92","12.28","7.92","27.34","7.6","0.86","4.23","4.87","12.34","11.73","46.36","19.46","8.27","36.99","10.09","28.22","18.64","25.91","2.15","0.76","25.22","34.54","6.13"
"[2016-07-31 18:40:00,2016-07-31 19:00:00)","5.32","5.32","13.97","5.71","23.21","9.21","1.21","4.53","5.78","14.4","13.12","36.33","13.3","11.66","20.93","12.05","11.5","31.08","42.0","1.07","0.96","7.59","41.85","6.58"
"[2016-07-31 19:00:00,2016-07-31 19:20:00)","6.02","7.44","11.76","7.66","33.74","10.32","1.77","3.85","4.23","11.54","13.87","32.51","36.4","37.72","17.88","10.29","23.29","26.07","23.54","0.83","0.81","12.5","40.2","6.35"
"[2016-07-31 19:20:00,2016-07-31 19:40:00)","5.95","0","10.17","2.39","25.5","8.42","0","5.29","6.49","10.09","12.12","50.93","34.21","0","17.57","4.36","0","33.84","32.42","0.91","1.06","0","21.22","7.64"
"[2016-07-31 19:40:00,2016-07-31 20:00:00)","6.19","6.89","6.92","2.62","25.74","12.66","1.15","3.92","4.51","6.81","10.89","18.7","47.21","22.53","15.11","5.83","15.18","47.42","25.2","0.73","0.8","39.1","40.58","5.08"
"[2016-07-31 20:00:00,2016-07-31 20:20:00)","6.44","0","0","2.94","0","10.97","0","5.35","4.7","0","11.23","45.96","0","0","15.79","0","0","16.8","29.05","0.95","0.71","0","45.03","6.89"
"[2016-07-31 20:20:00,2016-07-31 20:40:00)","36.78","9.15","0","6.8","0","20.6","3.21","6.09","5.27","0","11.03","40.96","0","41.39","16.32","0","19.6","25.11","24.08","0.74","0.77","24.33","49.14","6.98"
"[2016-07-31 20:40:00,2016-07-31 21:00:00)","6.45","8.83","12.18","18.15","34.4","8.33","2.63","3.93","4.6","12.09","11.97","37.59","46.57","24.84","16.93","10.97","18.92","26.66","30.62","0.78","0.83","20.53","40.97","5.68"
"[2016-07-31 21:00:00,2016-07-31 21:20:00)","4.43","0","0","1.14","0","23.28","0","2.83","3.88","0","8.44","54.57","0","0","14.93","0","0","27.83","20.37","0.8","0.73","0","36.36","4.5"
"[2016-07-31 21:20:00,2016-07-31 21:40:00)","4.96","7.18","9.47","2.23","23.57","8.99","1.55","4.99","4.93","8.3","11.59","12.98","19.8","43.84","16.72","5.66","17.3","21.11","19.56","0.76","0.88","17.97","41.17","6.34"
"[2016-07-31 21:40:00,2016-07-31 22:00:00)","5.67","5.54","12.22","13.8","29.44","9.73","0.99","3.2","4.3","11.87","10.66","47.34","63.24","9.49","16.7","10.85","11.86","13.68","23.43","0.97","0.5","7.78","55.28","5.36"
"[2016-07-31 22:00:00,2016-07-31 22:20:00)","0","11.7","7.55","3.2","16.8","0","2.09","2.96","4.41","6.6","9.08","11.73","16.67","24.4","0","5.78","25.08","19.65","0","0","1.42","16.44","0","4.83"
"[2016-07-31 22:20:00,2016-07-31 22:40:00)","0","0","0","0","0","0","0","4.28","5.15","0","19.62","0","0","0","21.79","0","0","37.23","27.77","1.11","0.78","0","41.31","7.3"
"[2016-07-31 22:40:00,2016-07-31 23:00:00)","4.28","0","0","3.96","0","9.38","0","3.45","5.12","0","9.07","13.97","0","0","16.87","0","0","33.36","19.21","0.92","0.95","0","38.09","4.64"
"[2016-07-31 23:00:00,2016-07-31 23:20:00)","10.51","0","19.15","10.84","47.99","14.8","0","2.7","5.18","17.54","8.74","33.77","26.98","0","0","23.77","0","25.82","0","0","0.93","0","68.68","4.02"
"[2016-07-31 23:20:00,2016-07-31 23:40:00)","7.29","0","0","1.02","0","9.8","0","2.95","4.15","0","8.91","66.22","0","0","20.8","0","0","21.17","24.76","0.79","0.69","0","30.73","4.93"
"[2016-07-31 23:40:00,2016-08-01 00:00:00)","0","0","0","0","0","0","0","3.65","5.39","0","18.55","0","0","0","0","0","0","35.68","0","0","0.85","0","0","5.66"
"[2016-08-01 00:00:00,2016-08-01 00:20:00)","4.75","7.1","9.51","2.19","22.46","8.19","1.6","3.01","3.77","9.2","10.76","12.16","47.35","24.55","0","10.53","13.95","19.1","0","0","0.62","10.6","0","5.05"
"[2016-08-01 00:20:00,2016-08-01 00:40:00)","0","6.11","12.24","1.98","24.97","0","1.09","3.71","3.85","9.4","13.01","11.38","43.38","59.48","18.35","15.65","14.75","0","22.16","0.86","0","8.58","31.24","6.67"
"[2016-08-01 00:40:00,2016-08-01 01:00:00)","0","0","0","0","0","0","0","2.86","3.73","0","9.68","0","0","0","15.63","0","0","23.88","18.42","0.72","0.86","0","48.32","4.84"
"[2016-08-01 01:00:00,2016-08-01 01:20:00)","0","0","0","0","0","0","0","3.06","3.94","0","11.21","0","0","0","0","0","0","16.82","0","0","0.67","0","0","5.48"
"[2016-08-01 01:20:00,2016-08-01 01:40:00)","0","0","0","0","0","0","0","3.04","3.88","0","8.37","0","0","0","14.29","0","0","33.4","22.36","0.62","0.76","0","24.15","4.76"
"[2016-08-01 01:40:00,2016-08-01 02:00:00)","11.9","5.69","0","4.43","0","7.01","1.27","2.6","3.04","0","7.94","37.06","0","15.82","18.01","0","10.55","0","22.04","0.69","0","8.91","40.75","4.36"
"[2016-08-01 02:00:00,2016-08-01 02:20:00)","6.72","0","0","4.13","0","8.5","0","3.75","4.41","0","11.68","85.7","0","0","19.47","0","0","0","19.64","0.99","0","0","22.85","6.51"
"[2016-08-01 02:20:00,2016-08-01 02:40:00)","6.54","6.04","8.41","1.38","18.8","14.24","1.23","3.19","3.51","8.66","9.21","33.28","12.77","21.32","15.64","7.02","11.46","21.0","16.27","0.71","0.63","9.05","38.81","4.87"
